p10_2,p4_1,niv,gra,p4_15,p8_5,p9_9,p11_6_08,p11_6_11,p11_4_3,p11_4_5,p11_8_1,p10_1_3,p10_1_5,pd4_10_8,p12_4_3,p12_3_1,p12_3_2
2,22,8,4,1.0,,,2,2,3.0,2.0,,1,1,1,3,3,3
2,22,3,3,,,,2,2,,,,2,2,1,1,4,5
2,44,2,6,,,,2,2,,,,2,2,1,1,2,3
1,16,6,1,,2.0,,2,2,,,,1,1,1,1,3,2
1,56,3,3,,,,2,2,,,,2,2,1,1,3,5
2,41,10,2,1.0,,,2,2,1.0,2.0,,1,2,1,1,2,2
2,23,3,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,29,8,5,,,,2,2,2.0,2.0,,2,2,1,1,1,3
2,27,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,19,8,1,1.0,,,2,2,,,,2,1,1,1,1,2
1,20,7,3,,,,2,2,2.0,2.0,,1,1,1,1,2,3
2,65,2,3,,,,2,2,,,,1,1,1,1,4,5
2,48,5,3,5.0,,,2,2,2.0,2.0,,1,1,2,1,2,3
2,31,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,33,6,1,,,,2,2,,,,2,2,1,1,3,5
2,42,7,3,1.0,,,2,2,2.0,2.0,,1,1,1,2,3,3
2,20,6,3,,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,39,7,3,,,,2,2,,,,2,1,1,1,1,5
2,25,6,1,,,,2,2,,,,2,2,1,1,4,5
2,43,8,5,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,44,6,3,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,4,4
2,23,8,5,6.0,,,2,2,,,,2,1,1,1,4,4
1,16,6,1,,,,2,2,,,,2,2,1,1,2,1
2,33,8,4,5.0,,,2,2,,,,1,1,1,1,4,5
2,17,6,2,,,,2,2,,,,2,1,1,1,4,3
2,21,6,2,,,,2,2,,,,2,2,1,1,3,5
2,56,2,2,2.0,,,1,2,2.0,2.0,2.0,2,2,1,3,4,4
2,53,2,6,2.0,,,2,2,2.0,2.0,2.0,1,2,1,1,3,3
2,41,2,6,1.0,,,2,2,,,,2,2,1,1,4,4
2,52,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,59,0,0,5.0,,,2,2,,,2.0,1,1,1,1,4,4
2,38,2,6,5.0,,,2,2,2.0,2.0,,1,1,1,2,1,2
2,67,2,6,5.0,,,2,2,,,2.0,2,2,1,1,2,4
2,33,6,3,,,,2,2,,,,2,2,1,1,3,5
2,57,2,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,25,6,3,1.0,,,2,2,1.0,2.0,,2,2,1,2,4,4
2,20,3,2,,,,2,2,2.0,2.0,,2,1,1,1,4,5
2,68,2,4,,,,2,2,2.0,2.0,,1,2,1,1,3,5
2,31,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,34,6,3,,,,2,2,,,,2,1,1,1,3,5
2,60,6,1,,,,2,2,,,,1,2,1,1,2,5
2,54,0,0,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
1,33,3,3,,,,2,2,,,2.0,1,1,1,2,3,5
2,72,2,6,,,,2,2,,,,1,2,1,1,4,5
2,65,2,3,5.0,,,2,2,2.0,3.0,2.0,2,2,1,1,3,4
2,44,2,4,5.0,,,2,2,1.0,2.0,,1,1,1,3,4,4
1,20,8,1,,2.0,,1,2,,,2.0,1,1,1,3,2,1
2,42,2,6,,,,2,2,,,,2,1,1,1,1,5
2,58,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,68,2,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,27,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,60,2,2,6.0,,,2,2,,,,2,2,1,1,4,5
2,19,8,1,,,,2,2,,,2.0,2,1,1,2,3,2
2,69,2,2,2.0,,,2,2,,,,1,2,1,1,1,3
2,33,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,33,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,3
2,22,3,3,2.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,61,0,0,,,,2,2,,,,1,2,1,1,4,5
1,21,6,3,1.0,,,1,2,1.0,2.0,,1,1,1,1,3,4
1,71,2,6,,,,2,2,,,,1,2,1,1,4,5
2,17,6,2,5.0,,,2,2,,,,1,1,1,1,4,1
1,35,3,3,1.0,,,2,2,2.0,2.0,2.0,1,1,1,1,1,2
2,58,3,3,,,,2,2,,,,1,1,1,1,4,5
2,26,6,3,,,,2,2,,,,1,1,1,1,4,5
1,52,2,3,2.0,,,2,2,2.0,2.0,,1,2,3,4,4,4
2,20,6,1,,,,2,2,,,,2,2,1,1,4,5
2,21,3,2,5.0,,,2,2,3.0,2.0,,1,2,1,1,4,4
2,26,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,24,3,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
1,57,0,0,,,,2,2,,,,1,2,1,1,4,5
1,44,2,4,1.0,,,2,2,,,,1,1,1,3,3,4
2,20,8,2,,,,2,2,,,,2,2,1,1,4,4
1,19,6,3,,,,2,2,2.0,2.0,,2,1,2,1,3,3
2,38,3,3,,,,2,2,,,,2,2,1,1,4,5
2,34,0,0,,,,2,2,,,,1,2,1,1,4,5
2,19,6,3,,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,31,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,1
2,37,2,4,,,,2,2,,,,1,1,1,2,3,5
1,54,2,2,,,,2,2,,,,1,1,1,1,2,5
2,34,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
1,56,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,19,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,16,6,2,,,,2,2,,,,2,2,1,1,4,4
2,24,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,77,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,57,7,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
1,42,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,19,6,3,,9.0,,2,2,,,,1,1,2,1,3,5
2,41,2,6,1.0,,,2,2,2.0,2.0,,1,2,1,1,1,1
2,69,2,4,,,,2,2,,,,2,2,1,1,4,5
2,41,6,3,,,,2,2,,,,2,2,1,2,4,5
2,53,2,2,,,,2,2,,,2.0,2,2,1,1,4,5
2,27,7,1,1.0,,2.0,2,2,,,,1,2,1,1,3,3
2,53,3,3,,,,2,2,,,,2,2,1,1,4,5
2,64,2,6,5.0,,,2,2,,,,2,2,1,1,4,4
2,43,2,6,1.0,,,2,2,,,2.0,1,1,1,1,4,4
1,20,6,3,,,,2,2,,,,2,2,1,2,4,5
2,38,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,5
2,23,3,2,,,,2,2,2.0,2.0,,1,1,1,3,2,5
2,34,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
1,34,2,6,,,,2,2,,,,1,1,1,2,3,5
2,15,3,3,6.0,,,2,2,,,2.0,1,2,1,1,4,2
1,47,3,3,2.0,,,2,2,2.0,2.0,2.0,1,1,1,1,1,3
2,39,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,1
2,29,3,3,1.0,,,2,2,,,,2,2,1,1,3,3
2,47,3,3,,,,2,2,,,,2,1,1,1,2,5
2,46,2,2,,,,2,2,,,,1,2,1,2,1,5
2,28,8,1,1.0,,,2,2,2.0,2.0,1.0,2,2,1,1,3,4
2,23,6,3,1.0,,,2,2,2.0,2.0,,2,2,2,1,3,3
2,61,2,4,,,,2,2,,,,1,1,3,1,1,5
2,27,3,3,,,,2,2,,,,2,2,1,1,3,5
2,35,3,3,5.0,,,2,2,,,,1,2,1,1,4,4
2,33,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,41,6,3,5.0,,,1,2,,,,1,1,1,1,4,4
2,18,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
1,72,3,3,,,,2,2,,,,1,1,1,1,4,5
2,45,2,5,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,17,3,3,1.0,2.0,,2,2,2.0,2.0,,2,2,1,1,3,4
2,26,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,20,2,6,1.0,2.0,,2,2,,,,2,2,1,1,4,4
1,31,2,6,,,,2,2,,,,1,1,1,3,3,5
2,17,6,1,,,,2,2,,,,2,2,1,1,3,2
2,36,2,6,3.0,,,2,2,,,,2,2,1,1,4,4
2,37,2,2,,,,2,2,,,,2,2,1,1,3,5
2,44,3,3,5.0,,,2,2,,,,1,1,1,1,3,5
1,49,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,1,3
2,59,2,2,,,,2,2,1.0,2.0,2.0,1,1,2,1,4,4
2,16,3,2,3.0,,,2,2,2.0,2.0,,2,1,1,1,3,3
2,53,0,0,,,,2,2,2.0,2.0,,1,2,2,4,2,2
2,87,0,0,,,,2,2,,,,2,2,1,1,4,5
2,58,2,3,5.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,81,2,2,,,,2,2,,,,2,1,1,1,4,5
2,62,2,6,,,,2,2,,,,1,1,1,1,4,5
2,28,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,2,2,2
2,48,3,3,5.0,,,1,2,,,,1,1,1,2,3,4
2,30,0,0,3.0,,,2,2,2.0,2.0,2.0,1,2,1,3,4,5
2,50,0,0,,,,1,2,,,,2,2,1,3,4,5
2,37,3,3,2.0,,,2,2,2.0,2.0,,1,1,1,1,3,4
2,42,2,6,,,,2,2,,,2.0,2,2,1,3,3,5
2,28,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
1,24,8,4,,2.0,,2,2,2.0,2.0,,2,1,1,1,4,4
2,29,3,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,2
1,55,0,0,,,,2,2,,,,1,1,1,2,4,5
2,17,3,2,2.0,,,2,2,2.0,2.0,,1,2,2,1,4,4
2,26,6,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,21,6,3,,,,2,2,,,,1,1,1,1,4,5
2,61,6,2,,,,2,2,,,,1,2,1,2,3,5
2,66,2,1,5.0,,,2,2,2.0,2.0,2.0,2,1,2,2,4,4
2,36,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,31,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,21,2,6,1.0,,,2,2,,,,2,2,1,2,4,4
2,62,2,2,,,,2,2,,,,2,2,1,1,5,5
2,44,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,2,2,3
2,60,2,2,6.0,,,2,2,,,,2,2,2,1,4,5
2,59,3,3,,,,2,2,,,2.0,1,2,1,1,3,5
2,16,3,3,,,,2,2,2.0,2.0,,1,2,1,1,4,1
1,36,2,1,1.0,,,2,2,,,,1,1,1,1,1,1
2,36,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,25,3,3,,,,1,2,,,,1,1,1,2,3,5
2,28,5,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,33,6,3,,,,2,2,,,,2,2,1,1,3,5
1,46,2,3,5.0,,,2,2,,,2.0,2,1,1,1,4,5
2,55,2,6,5.0,,,2,2,2.0,2.0,,1,2,1,1,4,5
2,46,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,52,2,6,,,,2,2,,,,1,1,1,1,3,5
2,49,2,2,,,,2,2,,,,1,2,1,1,4,5
2,38,3,3,,,,2,2,,,,2,2,1,1,4,5
2,56,2,2,,,,2,2,,,2.0,2,2,1,1,4,5
2,74,0,0,,,,2,2,,,,1,1,1,2,4,5
2,62,2,5,,,,2,2,2.0,2.0,2.0,2,2,1,1,4,4
2,29,6,3,5.0,,,2,2,,,,1,2,1,1,3,5
2,46,2,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,63,2,6,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,47,6,3,1.0,,,2,2,1.0,2.0,,2,2,1,3,3,2
2,70,2,2,,,,2,2,,,,1,1,1,1,4,5
2,55,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,28,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,34,2,6,,,,2,2,,,2.0,2,2,1,1,3,5
2,67,0,0,,2.0,,2,2,,,,1,1,1,1,4,5
2,64,0,0,,,,2,2,,,,2,2,1,1,4,5
2,59,2,3,5.0,,,2,2,,,,1,1,1,3,4,2
2,79,2,3,,,,2,2,,,,2,2,1,1,4,5
2,54,2,6,,,,2,2,,,,2,2,1,1,3,5
2,70,2,6,,,,2,2,,,,1,2,1,2,4,5
2,42,3,3,,,,2,2,,,2.0,2,2,1,1,2,5
1,37,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,44,2,6,2.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,25,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,38,6,3,2.0,,,2,2,,,,1,2,1,1,4,4
2,43,3,3,5.0,,,2,2,2.0,2.0,2.0,2,2,1,3,4,3
2,41,6,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,3,2
2,62,2,2,,,,2,2,,,2.0,2,2,1,1,4,5
2,19,6,3,,,,2,2,,,,2,2,1,1,3,3
2,57,2,6,5.0,,,2,2,2.0,2.0,,2,2,1,1,2,2
2,16,6,1,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,64,2,2,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,44,3,3,,,,2,2,,,,2,2,1,1,2,5
2,25,6,3,,,,2,2,,,,2,2,1,1,4,5
2,84,2,4,5.0,,,1,2,,,2.0,1,1,1,1,4,4
2,78,2,1,,,,2,2,,,,1,1,1,1,4,5
2,46,2,3,2.0,,,1,2,2.0,1.0,,2,2,2,2,3,4
2,59,3,3,,,,2,2,,,,2,2,1,1,4,5
2,19,2,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,69,2,3,,,,2,2,,,,2,2,1,1,4,5
2,64,2,6,,,,2,2,,,2.0,2,2,1,2,1,5
2,43,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,29,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
1,18,2,6,1.0,1.0,,2,2,2.0,2.0,,2,1,1,1,4,4
2,30,3,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,3,3,4
2,60,3,3,,,,2,2,,,,1,2,1,1,4,5
2,28,2,6,2.0,,,2,2,,,2.0,1,2,1,4,4,4
1,30,2,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,3
2,55,0,0,,,,2,2,,,,1,2,1,1,4,5
2,50,2,6,,,,2,2,,,,2,2,2,1,3,5
2,15,3,3,,,,2,2,,,,2,2,1,1,3,2
2,48,0,0,2.0,,,1,2,,,,2,2,1,1,1,4
2,33,3,3,,,,2,2,,,,2,2,1,1,3,5
2,54,3,3,4.0,,,2,2,2.0,1.0,,1,1,1,1,3,3
2,19,3,3,3.0,,,2,2,,,,1,2,1,1,3,3
2,68,0,0,,,,2,2,,,,1,2,1,1,4,5
2,20,6,3,3.0,,,2,2,1.0,2.0,2.0,2,1,1,3,4,4
2,23,3,3,5.0,,,2,2,,,,2,2,1,1,3,5
2,31,6,3,5.0,,,2,2,,,,2,2,1,1,4,4
1,38,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,29,3,3,,,,2,2,,,,1,2,1,1,3,5
2,19,6,2,2.0,,,2,2,,,,2,2,1,2,4,4
2,43,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,17,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,46,3,3,,,,2,2,,,2.0,1,1,1,2,4,5
2,56,2,6,,,,2,2,,,,2,2,1,1,4,5
2,50,2,1,1.0,,,2,2,1.0,2.0,,2,2,1,1,2,2
2,53,3,3,,,,2,2,,,,2,1,2,1,4,5
2,28,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
2,74,2,2,5.0,,,2,2,,,,2,2,1,1,2,5
2,23,6,3,,,,2,2,,,,2,2,1,1,1,5
2,23,6,3,,,,2,2,,,,2,2,1,1,3,9
2,56,2,6,2.0,,,2,2,,,,2,2,1,1,4,4
1,39,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,47,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,56,8,5,,,,2,2,,,,2,1,1,1,4,5
2,57,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,3,3,3
2,90,2,3,,,,2,2,,,,2,2,1,1,4,5
2,54,3,3,1.0,,,2,2,,,,2,2,1,1,2,3
2,28,3,2,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,36,6,3,5.0,,,2,2,,,,2,2,1,1,1,5
2,46,2,6,,,,2,2,,,2.0,2,1,2,1,1,5
1,28,8,2,1.0,,,2,2,1.0,2.0,,1,1,1,4,1,4
2,37,6,3,5.0,,,2,2,,,,2,2,1,1,4,4
2,32,8,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,2,4
2,36,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,55,3,3,,,,2,2,,,,2,2,1,1,1,5
2,25,3,3,,,,2,2,2.0,2.0,,2,2,1,1,4,5
2,55,2,4,1.0,,,2,2,2.0,2.0,2.0,2,2,1,3,4,4
2,38,2,1,2.0,,,2,2,,,,2,2,1,1,4,4
2,42,3,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,3,2
2,44,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,3
2,42,2,6,1.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,49,2,2,,,,2,2,,,2.0,1,1,1,3,3,5
2,19,6,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,49,2,6,1.0,,,2,2,,,2.0,2,2,1,1,1,3
2,33,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,2,4,3
1,37,2,6,6.0,2.0,,1,2,,,2.0,1,1,2,3,3,3
2,15,3,3,1.0,,,2,2,2.0,2.0,,2,1,1,1,2,4
2,34,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,32,3,3,5.0,,,2,2,,,,2,2,1,1,4,3
2,74,0,0,,,,2,2,,,,1,2,1,1,4,5
2,42,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,64,0,0,1.0,,,2,2,2.0,2.0,2.0,2,1,1,3,4,4
2,20,3,2,2.0,,,2,2,2.0,2.0,,2,2,1,2,3,4
2,37,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,1
2,59,3,3,,,,2,2,,,,1,1,2,4,1,5
2,17,6,2,2.0,,,2,2,2.0,2.0,,2,2,2,1,4,4
2,26,3,3,,,,2,2,,,,2,2,1,1,1,5
2,70,2,4,,,,2,2,,,,1,1,1,2,3,5
2,32,6,3,,,,2,2,,,,2,2,1,1,3,5
2,41,7,3,6.0,,,2,2,,,,2,2,1,1,3,5
1,19,3,3,6.0,,,2,2,,,,2,1,2,1,3,5
2,72,2,2,2.0,,,2,2,2.0,2.0,2.0,1,1,1,1,3,4
2,48,2,6,1.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,17,6,3,1.0,,,2,2,2.0,2.0,2.0,2,1,2,1,3,3
2,17,6,2,,,,2,2,,,,2,2,1,1,2,2
2,21,6,1,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,22,3,3,,,,2,2,,,,2,2,1,1,3,5
2,45,2,2,,,,2,2,,,,1,2,1,3,1,5
2,63,2,5,2.0,,,2,2,,,,2,2,1,2,4,4
2,40,2,6,2.0,2.0,,2,2,,,,2,2,1,1,4,4
2,54,3,3,,,,2,2,,,,1,1,1,1,3,4
2,24,8,4,,,,2,2,3.0,3.0,,2,2,1,1,3,3
2,66,3,3,2.0,,,2,2,2.0,2.0,,1,2,1,1,4,4
2,54,2,1,2.0,,,2,2,2.0,2.0,,1,1,1,3,4,3
1,29,3,3,5.0,,,2,2,,,2.0,1,1,1,1,4,4
2,27,3,3,,,,2,2,,,2.0,1,1,1,1,3,5
2,53,3,3,,,,2,2,,,2.0,2,1,1,1,1,5
2,37,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,29,8,3,1.0,,,2,2,,,,2,2,1,1,4,3
1,56,2,1,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,1
1,24,8,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,46,2,2,,,,2,2,,,2.0,1,2,1,1,3,5
2,42,2,1,2.0,,,2,2,2.0,2.0,,2,2,1,4,2,3
1,64,0,0,5.0,,,2,2,2.0,2.0,,1,1,1,3,4,3
2,19,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,31,3,3,,,,2,2,,,,2,2,1,2,4,5
2,80,0,0,,,,2,2,,,,1,1,1,1,4,4
2,78,0,0,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,28,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,38,2,6,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,42,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,52,0,0,,,,2,2,,,,2,2,1,1,4,5
2,24,8,5,1.0,,,2,2,,,,2,2,1,1,3,3
2,40,3,3,5.0,,,2,2,2.0,2.0,,2,2,1,2,3,3
2,30,3,3,,,,2,2,2.0,2.0,2.0,2,2,1,1,4,5
2,42,3,3,,,,2,2,,,,1,1,1,1,4,5
2,29,2,2,,,,2,2,2.0,2.0,,2,1,1,2,4,4
2,49,2,6,5.0,,,2,2,,,,2,2,1,1,4,3
2,23,3,3,,,,2,2,2.0,2.0,,2,1,1,1,3,4
2,21,7,3,1.0,,,2,2,2.0,2.0,2.0,2,2,1,1,4,3
1,37,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,3,3
2,67,0,0,,,,2,2,,,2.0,2,2,1,1,4,5
2,18,7,1,1.0,,,2,2,2.0,2.0,,1,2,1,1,3,1
2,24,3,3,,,,2,2,,,2.0,2,2,1,1,4,5
1,30,3,2,,,,2,2,,,,1,1,1,1,4,4
2,54,3,3,5.0,1.0,,2,2,2.0,2.0,,2,2,1,4,4,4
1,34,6,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,1
2,76,8,5,,,,2,2,2.0,2.0,,1,1,1,3,3,9
2,68,6,3,5.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
2,17,6,2,,,,2,2,,,2.0,1,1,1,1,4,3
2,55,10,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,2,4
2,31,6,3,1.0,,,2,2,2.0,2.0,,1,2,1,1,2,4
2,31,6,1,2.0,,,2,2,2.0,2.0,,2,2,1,2,4,4
2,19,6,3,,2.0,,2,2,2.0,2.0,,2,2,1,1,3,5
2,39,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,61,2,3,,,,2,2,2.0,2.0,2.0,2,2,1,2,4,4
1,50,8,5,1.0,,,2,2,2.0,2.0,,1,1,2,1,2,3
1,17,3,2,1.0,,,2,2,2.0,1.0,,1,2,1,3,4,4
2,35,7,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,30,3,3,,,,2,2,,,2.0,2,2,1,1,3,5
2,69,0,0,,,,2,2,,,,2,2,1,1,4,5
2,72,2,1,,,,2,2,,,2.0,1,1,1,1,4,5
2,18,6,3,,,,2,2,2.0,2.0,,2,1,1,1,4,2
2,32,3,3,4.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,56,6,1,2.0,,,2,2,2.0,2.0,2.0,2,2,1,2,3,3
1,78,2,1,,,,2,2,2.0,2.0,,1,1,1,2,4,5
2,41,3,3,,,,2,2,,,2.0,2,2,1,1,4,5
2,56,2,6,4.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,47,6,2,2.0,,,2,2,2.0,2.0,,2,2,1,2,2,3
2,25,8,4,,,,2,2,,,,2,2,1,1,4,5
2,45,2,5,,,,2,2,,,,1,1,2,3,4,5
2,65,3,3,2.0,,,2,2,2.0,2.0,2.0,1,1,3,1,4,4
2,49,2,3,,,,2,2,,,,1,2,1,2,4,5
2,26,8,4,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,3
2,82,2,2,,,,2,2,,,2.0,1,2,1,1,4,5
2,43,2,1,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
1,50,3,3,5.0,,,2,2,,,2.0,1,1,1,1,3,4
2,38,6,3,2.0,,,2,2,,,,1,1,1,1,3,3
2,46,3,3,,,,2,2,,,,2,2,1,1,4,5
2,19,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,3,2,3
2,65,2,4,1.0,,,2,2,2.0,2.0,,1,1,1,1,4,4
1,46,0,0,1.0,9.0,,2,2,,,,1,2,1,1,4,4
2,49,3,3,1.0,,,2,2,,,,1,1,1,1,4,4
2,35,2,6,1.0,,,2,2,,,,1,2,1,2,4,4
2,58,2,3,,,,2,2,,,,2,2,1,1,4,5
2,58,2,6,2.0,,,2,2,,,,1,1,1,1,3,4
2,18,6,3,,,,2,2,,,,2,1,1,1,4,2
2,51,2,2,2.0,,,2,2,,,,2,2,1,1,3,1
1,41,2,6,2.0,,,2,2,,,,2,2,1,1,3,3
2,70,2,3,2.0,,,2,2,2.0,2.0,2.0,2,2,1,3,4,4
2,39,6,1,5.0,,,2,2,,,2.0,2,2,1,2,4,3
2,35,3,3,,,,2,2,,,,2,1,1,1,3,5
2,42,3,2,1.0,,,2,2,,,,2,2,1,1,4,4
2,85,0,0,,,,2,2,,,,2,2,2,1,4,5
2,38,3,3,,,,2,2,,,2.0,2,2,1,3,3,5
2,19,3,3,2.0,,,2,2,2.0,2.0,,2,2,1,1,3,2
2,36,2,6,2.0,,,2,2,,,,2,2,1,1,1,2
2,20,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
1,21,8,4,,2.0,,2,2,,,2.0,1,2,1,1,1,1
2,26,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
1,42,3,3,,,,2,2,,,,1,1,1,3,4,5
2,21,6,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
2,66,2,6,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,3
2,75,2,2,,,,2,2,,,,1,2,1,3,3,5
2,46,3,3,1.0,,,2,2,2.0,2.0,,1,1,1,1,1,3
2,60,2,6,1.0,,,1,2,2.0,2.0,,1,2,1,1,1,1
2,40,3,3,5.0,,,2,2,2.0,2.0,,1,2,1,3,4,4
2,80,0,0,,,,2,2,,,,1,1,1,1,4,5
2,52,3,3,5.0,,,2,2,,,2.0,2,2,1,1,3,5
2,40,3,3,5.0,,,2,2,,,,1,1,2,1,3,4
2,41,2,6,5.0,,,2,2,,,,2,2,1,1,4,4
2,17,3,3,3.0,,,2,2,2.0,2.0,,2,1,1,1,4,4
2,18,6,3,3.0,,,2,2,2.0,2.0,,2,1,1,2,3,3
2,35,8,5,1.0,,,2,2,2.0,2.0,,2,2,1,1,1,1
2,37,3,3,1.0,,,2,2,2.0,2.0,,2,2,1,1,4,4
2,58,3,3,,,,2,2,,,,2,2,1,1,3,5
2,19,6,2,1.0,,,2,2,2.0,2.0,,2,2,1,1,3,4
